Page Number,Comment_ID,Comment_Text,Star_Count
17,9,Kaliteli çok şık bi ürünKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
17,10,Çok teşekkür ederim sağlam sorunuz teslim edildi 🙏💐Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
18,1,Ürün güzel hafif kusurlu ama iade etmeden kullanacamKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
18,2,Çok teşekkür ederim sağlam sorunuz teslim edildi 🙏💐Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
18,3,Arkadaşıma hediye almıştım bayıldı bende bayıldım tabi çok güzel 🫠🫠Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
18,4,Çok beğendim görselde ki ile aynı geldiKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
18,5,Çok kaliteli bayıldımKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
18,6,Kaliteli çok şık bi ürünKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
18,7,Paketlenmesi kalitesi güzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
18,8,"Paketleme iyiydi, sağlam ulastiKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej",5
18,9,Berbat. İndirim varmış gibi kusurlu ürünü itelemişler resmen.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,1
18,10,"Çok güzel ve zevkli, ufak kusurlar vardı, önemsemedim, sağlam geldi tesekkurlerKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej",5
Page Number,Comment_ID,Comment_Text,Star_Count
19,1,Ürün çok iyi ertesi gün teslim edildi kırık çatlak yok çok kullanışlı tarzı çok güzel bu fiyata alınırKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
19,2,Göründüğünden daha şık kaliteli   güzel paketlenmişti hızlı kargo kaliteli ürün İcin teşekkürler hepsi burada KaracaKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
19,3,"Hep görüp beğeniyordum, resimdeki gibi. Gelir gelmez birini kırdım. Çok üzgünümKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej",5
19,4,Çok şık çok beğendim.Misafirlerime kahve yaptığımda tepside çok hoş bi görüntü oluyor.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
19,5,Bayıldım uzun süredir takip ettiğim bi fincan takımıydı hem kendime hem hediye olarak aldımKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
19,6,Ürün cok güzel eşime aldim hediye cok begendi. Paketlemesi cok mükemmel di. İşini severek yapmak bu olsa gerek.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
19,7,O kadar güzeller ki bayıldım her biri ayrı güzel ❤️❤️Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
19,8,Çok güzel bayıldım 👍Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
19,9,Çok güzel kesin alın aldırınnnnnnn💕💕💕💕💕Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
19,10,Ürünü beğendiğim çok güzel ve kullanışlıKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
20,1,O kadar güzeller ki bayıldım her biri ayrı güzel ❤️❤️Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
20,2,Ürünü beğendiğim çok güzel ve kullanışlıKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
20,3,Çok güzel kesin alın aldırınnnnnnn💕💕💕💕💕Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
20,4,Güzel tarz bir ürün beğendimKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
20,5,Çok güzelllKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
20,6,2 tane zebrali fincan gelmesi dışında bir sorun yok.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,4
20,7,5 yildiz verdim cunku basta gorunsun istedim karacaya hic yakistiramadim sanki defolu urun gondermis tabaklarinda hep tirtirli yani defolu oldugunu dusunuyorum  yikadigim icin iade edemedim malesefKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
20,8,Ürün cok güzel eşime aldim hediye cok begendi. Paketlemesi cok mükemmel di. İşini severek yapmak bu olsa gerek.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
20,9,"Hep görüp beğeniyordum, resimdeki gibi. Gelir gelmez birini kırdım. Çok üzgünümKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej",5
20,10,Çok şık çok beğendim.Misafirlerime kahve yaptığımda tepside çok hoş bi görüntü oluyor.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
21,1,Çok güzelllKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
21,2,5 yildiz verdim cunku basta gorunsun istedim karacaya hic yakistiramadim sanki defolu urun gondermis tabaklarinda hep tirtirli yani defolu oldugunu dusunuyorum  yikadigim icin iade edemedim malesefKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
21,3,Kendime almıştım arkadaşıma da hediye aldım çok tatlı duruyor öok beğendi😍Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
21,4,Hediye olarak almıştım. Çok beğenildi. Hediye alacaklara tavsiye ederim.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
21,5,Merhaba  hediye olarak almıştım çok beğendiler. İyi günlerde kullansın inşallah.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
21,6,Çeyizime aldım çok güzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
21,7,Harika göründüğün gibiKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
21,8,Bayıldık değil resmen bayındık o derece güzel:)Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
21,9,Keyifli bi fincan güzel şıkKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
21,10,Çok güzeller bayıldım bu takımaKullanıcı bu ürünü AC ONLİNE satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
22,1,İndirimde yakaladım çoook beğendim güvenilir ve sağlam geldi teşekkürlerKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
22,2,Çok beğendimKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
22,3,Çok şıkKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
22,4,Çok güzeller ♥️Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
22,5,KaliteliKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
22,6,Hızlı kargoKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
22,7,Ürünüm geldi çok beğendim gönül rahatlığıyla alabilirsiniz 🥰Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,4
22,8,Şık ürün alınablr sorunsuz teslım edildi paketleme güzelKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,4
22,9,Çok şıkkk... hızlı kargo.. teşekkürlerKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
22,10,Çok güzel çok beğendimKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
23,1,Ürünüm geldi çok beğendim gönül rahatlığıyla alabilirsiniz 🥰Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,4
23,2,Çok güzel❤️Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
23,3,Çok guzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
23,4,Çok güzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
23,5,Çok güzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
23,6,Renkleri daha canlı olabilirdiKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,4
23,7,Çok şıkKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
23,8,MUHTEŞEMKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
23,9,Çok beğendimKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
23,10,Ürün bana gelen defoluydu filli olan siyah siyah lekeli büyük lekeleri olduğu için iade onun dışında beğendim ama gerçekten insan üzülüyor bekle bekle defolu göndersinler olacak şeymiKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,1
Page Number,Comment_ID,Comment_Text,Star_Count
24,1,Ürün cok güzel ancak hatalı geldi fincanlarin birininin altinda karaca logosu yok bazılarında zedelenme var bir daha burdan almayı düşünmüyorum görüp almak en iyisi.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,1
24,2,Ürün bana gelen defoluydu filli olan siyah siyah lekeli büyük lekeleri olduğu için iade onun dışında beğendim ama gerçekten insan üzülüyor bekle bekle defolu göndersinler olacak şeymiKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,1
24,3,Bir kaç ufak hataları var tutulan yerde sivrilik kalmış bir tanesinde beyazlık yerlerde kremsi izler var iade etmek için uğraşmayacağım tabakların alt kısmında izler var kullanılabilir durumda günlük kullanacağım için sorun görmedimKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,3
24,4,Kargoda ve teslimatta sıkıntı yok ama tek yıldızı fincanlardan birtanesinin ağzı yamuk geldigi için kırdımKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,4
24,5,Ürünü aldım çok tatlı güzel kanatlı paketleme harikaydı çok güzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
24,6,Çok kaliteli ve hızlı teslim edildi.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
24,7,Çok güzel kaliteli büyüklüğü ideal içim keyfi harikaKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
24,8,Harika bir fincan takımıKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
24,9,Çok güzel tavsiye ederim.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
24,10,Ürün şahane paketleme mükemmel! Kesinlikle tavsiyedir ♥️Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
25,1,Çok iyi teşekkür ederimKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
25,2,MükemmeelllKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
25,3,Ürün şahane paketleme mükemmel! Kesinlikle tavsiyedir ♥️Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
25,4,Göründüğü gibi geldi gayet güzelKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
25,5,"Çok güzel, tavsiye ederimKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej",5
25,6,Harika bir fincan takımıKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
25,7,Çok güzel tavsiye ederim.Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
25,8,Mukemmell bi urun uygun diye aldm am bayildim 🥰Kullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
25,9,Hediye almıştım harika bir takimKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
25,10,Fincanlara bayıldım çok güzeller. Ayrıca kargo hızı muhteşemKullanıcı bu ürünü Hepsiburada satıcısından aldı.RenkBej,5
Page Number,Comment_ID,Comment_Text,Star_Count
26,1,Normal ebatlarından bir tık küçük .kahvenizi  makinada pişirecekseniz fazla kahve kalıyor fincana fazla geliyor renklerde bir tık soluk.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
26,2,Paketleme ürün harika sadece bronz renkleri soluk gibi sanırım hepsi öyleKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
26,3,Ürün gerçekten çok kaliteli ve güzel özenle paketlenmişti ancak 1 desen eksik geldi onun yerine 2 adet zebra baskılı fincan vardı uyguna aldığım için iade etmicem.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,4
26,4,"Muhteşem😊👏👏Teşekkürler.İnce,zarif,farklı.İndirimdeyken bir de hediyelik alacagım👍Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej",5
26,5,O kadar güzel paketlenmiş ki mağazada bile böyle uğraşmıyorlar çok teşwkkür ediyorum çok beğendim sağ salim elime ulaştı kısa sürede.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
26,6,"Kutulama, ambalaj sapasağlam. Desenlerini de sevdim zaten, keyifle kullanıyorum.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej",5
26,7,Urun gorseldeki gibi geldi paketleme çok güzel  kargo beklediğimden daha hızlı geldi ben çok beğendim çok teşekkür ediyorum..Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
26,8,Paketlemedeki özen ve kargo sürecindeki hız muazzamdı.Bardaklar zaten şahane.Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
26,9,Çok güzel sorunsuz geldi boyutu da gayet idealKullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
26,10,Harikaaaa anneme hediye aldım çok beğendik seve seve kullanıyoruz 😍Kullanıcı bu ürünü Karaca satıcısından aldı.RenkBej,5
