Rate,Seller,Comment
5,Trendyol,daha ucuzunu bulunca iade ettim
5,Trendyol,iphone kalitesi
5,Trendyol,Canım telefonum. Kendi paramla aldığım ilk telefonum çok güzel
5,Trendyol,Teşekkürler Trendyol
5,Ceptemax ,Mükemmel telefon
5,Trendyol,hızlı geldi
5,CİN CİN ELEKTRONİK,İphone kalitesi anlatmaya gerek yok. Xs den gecis yaptim gayet guzel ve kilifsiz elden kaymiyor👌
5,Teknosa,Başarılı Sıkıntısız elime ulaştı
5,Gürgençler Apple Yetkili Satıcı,Sorunsuz bir şekilde kısa zamanda elimize ulaştı. Kolayca kurumulu sagladık. Teşekkürler
5,CEPTELEFONU.ONLİNE,Harika bir ürün tek kelimeyle.
5,Trendyol,"hiç android kullanmamış biri olarak, hafif zarif şahane bir telefon ❤️"
4,Starline,çok güzel kusursuz
5,Trendyol,Çok kaliteli hızlı teslimat
5,Trendyol,Sorunsuz kargo ve çok hızlı geldi memnun kaldım imei kontrol ettim herhangi bi problem yok
5,MediaMarkt,Çok Memnunum
5,Trendyol,2 günde elime ulaştı sorunsuz teslimat gönül rahatlığıyla alabilirsiniz
5,BittiBitiyor,"Fiyatının sürekli değişiyor olması çok can sıkıcı ama çok güzel bir telefon,boyutu çok ideal.Kalitesini anlatmaya gerek yok zaten…Kargo da iyiydi sorunsuz elime ulaştı"
5,Kraft DTM,Memnunum gayet iyi ürün. Teşekkürler.
5,Trendyol,"Söylenilen zaman içinde gelmese de yine de kargo hızlıydı, telefon zaten mükemmel"
5,Trendyol,Kargosu çok hızlıydı teşekkür ederim
5,Trendyol,Mu kem mel
5,Trendyol,fiyat performans açısından çok iyi seviyede tavsiye ederim
5,Nasa İletişim,Ürün harika ıphone kalitesi ve sapasağlam ulaştı.
5,Trendyol,Mükemmel bir ürün teşekkürler
5,Teknosa,Ürünü indirimden aldım sorunsuz güzel ve hızlı bir şekilde teslim edildi
1,Cepekspress,Bundan önceki telefonum 6s’di çok uzun yıllar kullandım ve sonunda seste sorun yaşamaya başladım görüntülü açtığımda ses gitmiyordu karşı tarafa ya da hoparlörden konuşamıyordum bu şekilde yeni tel aldım ıphone13 alalı 6 ay oldu yine seste sorun yaşıyorum karşı tarafa sesim robot gibi gidiyor bu markaya bu kadar değer bu kadar para boşmuş
4,Trendyol,Daha fazla koruma sağlanabilirdi ordan 1 Yıldız kırdım ama iPhone kalitesi tartışılamaz
1,Teknosa,Faturam tarafıma ulaşmadı. Fatura talep ettiğimde mesafeli satış sözleşmesi gönderiliyor..
5,Trendyol,Çok güzelll
5,Gürgençler Apple Yetkili Satıcı,sıkıntısı yok
5,Teknosa,8 aydır kullanıyorum. Bütçenize göre alabileceğiniz en iyi cihaz.
3,Nasa İletişim,"Kasıyor baya fotoğraf çekerken. Şarjı da hızlı bitiyor. Daha evvel de 13 kullandım, iki gün boyunca bitmiyordu onun şarjı."
5,MediaMarkt,Iphone kalitesi 👍
5,Trendyol,Gayet güzel yeni bir çağa geçiş yaptık
5,Trendyol,Androidden geçtim aşırı güzel zam gelmeden önce iyi ki almışım 28500 e aldım
5,Koycebine,Mükemmel teredütle aldım sıkıntı olmadı
5,BTSTEKNOLOJI,Çok iyi zamanlamayla aldım harika ötesi
5,Nasa İletişim,alırken biraz tereddut etmiştim ama cok memmun kaldım orjinal apple tereddut etmeden alabilirsiniz
5,Trendyol,İndirim den aldım gayet hos kargo hızlıydı
5,Trendyol,Harika bir telefon kargolamada çok iyiydi dışardan daha fazla para vermeyin kesinlikte burdan alınabilir
5,Trendyol,çok iyi güzel beğendim
5,Trendyol,hızlı ve sorunsuz
5,Nasa İletişim,"Ürün sorunsuz geldi, göründüğü gibi."
5,Ümran Tİcaret ,Çok güzell
5,Yirmidört,sağlam geldi
5,Trendyol,11 satıp bunu aldim eşime muazzam telefon
5,Koycebine,Telefonda şüphesiz en iyisi
5,mobilePlus,Apple kalitesi kesinlikle tartışılmaz sinematik mod gayet başarılı kamera zaten bildiğim iphone kamerası diyecek birsey yok 🫶🏻
5,Trendyol,Harika ürün süper
5,Trendyol,Harika bir tercih oldu
5,Trendyol,Ben aldıktan sonra fiyatı düşmeseydi iyiydi :/
5,Trendyol,Çok iyi teşekkürler iPhone kalitesi❤️
2,Trendyol,Fiyat pahalı ve neredeyse iPhone 11 ile aynı.
5,Aksaray İletişim,Kibar ve şık
5,Troy Apple Yetkili Satıcı,Kız kardeşime aldık iyi ki almışız 💖
5,Trendyol,Ürün görseldekinin aynısı severek kullanıyorum
5,BTSTEKNOLOJI,"Kalite, güvenerek alın"
5,Trendyol,26 bine aldığım cihaz 34 bin 🥶
5,Trendyol,Sorunsuz geldi
5,Trendyol,Kargo çok hızlıydı ürün sağlam geldi rahatlıkla alabilirsiniz güvenilir.
5,Trendyol,çok memnunum
5,Trendyol,Gayet güzel çok çabuk ulaştı elime teşekkürler
5,Teknosa,Güvenilir ve sağlam paket
5,EMİNSA TEKNOLOJİ ÜRÜNLERİ LTD ŞTİ,Güzel teslimat
5,Trendyol,çok hızlı geldi çok memnunum ama aldıktan sonra fiyatı düşmesi beni üzdü 😅
5,Teknosa,Çokkkkk iyiii telefon
5,Trendyol,harika Bi telefon iphoen farkı
4,Trendyol,Ürün güzel anlatıldığı gibi sorunsuz elime ulaştı ancak paketleme biraz daha özenli olabilirdi
4,Aksaray İletişim,Süperrrr ürün
5,Teknosa,Hızlı teslimat teşekkürler
5,Teknosa,Sorunsuz elime ulaştı
5,Kraft DTM,Ürün bugün elime ulaştı şu anlık bir sıkıntı yok iPhone 7 Plustan geçince bi hız şoku yaşadım :) ekranı vs çok kaliteli ayrıca kendini çok güzel belli ediyor
5,Trendyol,Eşime aldım çok mutlu oldu. Apple bildiğiniz gibi muazzam.
5,Nasa İletişim,Şuanlık bir problemi yok Teşekkürler
5,Trendyol,Müthiş telefon
5,MediaMarkt,Hızlı ve sorunsuz geldi
5,TekCep,çok teşekkürler tek cep
2,TekCep,Bu fiyatlardaki gereksiz hızlı değişim bizde sadece güvensizlik oluşturuyor
5,Trendyol,iyi gibi rengi güzel
5,Teknosa,"Bildiğimiz ı phone. 11 den sonra bu gayet küçük ve daha kullanışlı geldi. Satıcıya dikkat ederek almanızı tavsiye ediyorum, başarılı gönül rahatlığıyla alabilirsiniz"
5,Teknosa,sorunsuz kargo 😮‍💨😮‍💨
5,Trendyol,Daha önce kulanmıs oldugum. Ürün gercektende güzel
5,Trendyol,Güzel telefon iyi ki zamdan önce almışımm
5,Trendyol,Kaliteli ve hızlı teslimat güvenerek alabilirsiniz ben memnun kaldım
5,mobiloom,Bildiğimiz standart iyi kalite
5,Troy Apple Yetkili Satıcı,Üründe problem yok kargolamada iyiydi
5,Aksaray İletişim,Temiz kusursuzdu
5,Troy Apple Yetkili Satıcı,Apple kalitesi ne denebilir ki
5,Nasa İletişim,Hızlı ve güvenilir teslimat. Apple kalitesine söylenecek söz yok. Muhteşem
5,Troy Apple Yetkili Satıcı,Sorunsuz teslim aldım
5,Troy Apple Yetkili Satıcı,Çekinerek almıştım nolur nolmaz diye fakat 5 aydır kullanıyorum hiç bir sorun yok
5,Teknosa,Apple kalitesi bayıldımmmm
5,Trendyol,Hızlı kargo için teşekkür ederim 😇
5,Nasa İletişim,Mükemmel!!!!
5,Trendyol,Ürün harika iPhone. Kalitesi tartışılmaz
5,Trendyol,Şuan için hiç sıkıntısı yok
5,Trendyol,Sorunsuz ulaştı
5,Trendyol,Bayıldımmmm cok güzel
5,BittiBitiyor,Gayet güzel ürün kargo daha başarılı olabilir
5,Trendyol,Kusursuz bi şekilde geldi
5,Gürgençler Apple Yetkili Satıcı,Ürünüm çok güzel geldi kesinlikle içiniz rahat olsun ıphone13 almıştım teşekkürler
5,Trendyol,Lazım ya ondan rahatsız
5,Gürgençler Apple Yetkili Satıcı,En şok ve asil duran rengi bence. Teknik olarak diyecek söz yok zaten
4,Trendyol,kayda değer bir yenilik yok açıkçası. sadece yeni olduğu için pili daha uzun süre gidiyor falan. kılıf taktım ama kameralar çok ortalıkta kalıyor.
5,Kraft DTM,"Hızlı ulaştı, teşekkürler"
5,Teknosa,sağlam geldi kutusu hasar görmemiş üründe sorun yok gibi daha kullanamadım ekran koruyucu kılıf alıcam piyasaya göre telefonu uygun fiyata aldım
5,Koycebine,Hızlı kargo için teşekkür ederim.
5,Trendyol,guzek alabilirsiniz
2,Trendyol,"Samsung S8 bozulduğu için hayatımda ilk defa iphone geçeyim dedim ama tam bir hayal kırıklığı; şarj bakımından süper bir telefon S8 den sonra ilk defa yanıma şarj aleti almadan işe gidiyorum, bu müthiş birşey, arayüz harika, çok hızlı ama kamera çok kötü; ben işim gereği yakın plan çekim yapmak zorundayım ama o kadar kötü ki çekimler hayret ettim, sanırım satıp Samsung s22 ultra ya geçeceğim, cidden çok üzücü, android teki bazı kolaylıklar ne yaZık ki ios ta yok hepsine bir şekilde alışırım ama kamera olayı çok can sıkıcı"
5,BTSTEKNOLOJI,Gayet Güzel Güvenilir
5,MediaMarkt,Tam beklediğim gibi geldi çok tereddütle almıştım ama beklentimin fazlasıyla karşılaştı
5,Teknosa,Harika bir telefon kesinlikler
5,Aksaray İletişim,Teşekkür ederim hızlı kargonuz için
5,Ümran Tİcaret ,"Ürünü almadan önce biraz tereddüt ettim ama trendyol güvencesi ile sorun yaşamayacağımdan emindim. Sorunsuz şekilde teslim aldım. Satıcı ürünü hemen kargoları teslimat aşamasında hiç bir sıkıntı yoktu. Elektronik ürün olduğu için paketleme biraz sağlam olabilirdi.Faturasıyla beraber geldi.  Ürünü Apple sitesinde sorgulattım, orijinal güvenle satın alabilirsiniz. Satıcıdan güvenle sipariş verebilirsiniz. Teşekkürler Ümran Ticaret teşekkürler Trendyol. 🤍💕"
5,Ceptemax ,İadem konusunda çok hızlı yardımcı oldular ilgilerine teşekkür ederim çok iyi satıcı
5,KimSatar,Teşekkür ederiz
5,Trendyol,Çok korunaklı gelmedi ama iyi şimdilik
5,Teknosa,Sorunsuz gizli kargo teşekkürler
5,Nasa İletişim,"Çok memnun kaldım ,kusursuz geldi"
5,teknolojiankara,"iPhone kalitesi zaten tartışılmaz👌rengiyle,görsel güzelliğiyle tek kelimeyle mükemmelll.En güzeli de pil ömrünün gerçekten uzatılmış olması.Zarar ettirmeyen en iyi marka 🙌"
5,Trendyol,Çok güzel kaliteli  ıphonela çekildii
5,IŞIKCELL SANAL,paketleme çok iyiydi patpata iyice sarılıp gönderilmişti herhangi bir sıkıntı yaşamadım iPhone kalitesi zaten tartışılmaz teşekkürler
5,Trendyol,Sorunsuz geldi teşekkürler
5,Troy Apple Yetkili Satıcı,çok güzel sorunsuz geldi
5,Trendyol,mükemmellll
4,Troy Apple Yetkili Satıcı,Apple kalitesi baska
5,Troy Apple Yetkili Satıcı,Hızlı kargo güvenilir satıcı 👍🏼
5,IŞIKCELL SANAL,"Apple kalitesi ortada, 7 plustan geçiş yaptım gençleştim resmen bu kadar mı fark eder :) hızlı ve özenli paketlemesi için satıcıya ayrıca teşekkürler, gayet sağlam sorunsuz ulaştı."
4,IŞIKCELL SANAL,çok beğendim kargo biraz uzun sürdü sadece
5,Trendyol,Apple kalitesi tartışılmaz
5,Nasa İletişim,Gayet iyi
5,Trendyol,Gönül rahatlığıyla alabilirsiniz
5,Trendyol,hızlı kargo sorunsuz teslimat
5,Trendyol,Bayıldımmmmm
4,BittiBitiyor,standart herhangi bir sorun yaşamadım şuana kadar
3,Sihirli Shop,birkaç gün önce buradan 40bin liraya aldım şimdi aynı yerde aynı telefon 39bin liraya satılıyor. amazon'da ise 38bin liraya satılıyor.
5,BittiBitiyor,Iphone kalitesi ve hızlı güvenilir satıcı💪
5,Trendyol,Harika bi telefon Iphone kalitesi tartışılmazz
5,ES VİSİON,"Çabuk teslim ettiler, mutluyum."
5,Gürgençler Apple Yetkili Satıcı,Hızlı teslimat
5,Trendyol,iPhone kalitesi on numara 5 Yıldız 🙏
5,Trendyol,Beklediğimden küçük geldi ama beğendim
5,Teknosa,harika bir telefon
5,Nasa İletişim,Sorunsuz alabilirsiniz
5,Trendyol,Apple mağazalarına göre daha karlı bir alışveriş. Hiçbir sıkıntı yaşamadım.
5,Trendyol,Gayet guzel
5,Trendyol,Sağlam geldi
5,BittiBitiyor,Sorunsuz ve hızlı geldi satıcıyı öneririm
5,Trendyol,Çok güzellll
5,Nasa İletişim,"ürün zaten güzel,satıcı ve kargo da sıkıntısız,gayet rahat alışveriş oldu,çekiniyordum burdan almaya,rahat olun,alabilirsiniz"
5,Teknosa,Beğenerek kullanıyorum
5,Trendyol,Gerçekten ıphone kalitesi güvenilir teslimat teşekkürler trendyol
5,Trendyol,Tabiki mükemmel hızlı kargo ve sorunsuz teslimat
5,Nasa İletişim,3 ay kadar önce aldım telefonu iyili de almışım altın gibi değerlendi
5,Aksaray İletişim,Çok güzel
5,Trendyol,Zamlar artmadan iyi ki almışım
5,Teknosa,Sorunsuz geldi harika :)
5,Nasa İletişim,Şu anda çok memnunuz herhangi bi sıkıntı yok
5,Gürgençler Apple Yetkili Satıcı,Çok şık çok beğendim
5,MediaMarkt,24.700 e aldım şu an 28.000 :)
5,Teknorya,çok güzel zaten iPhone kalitesi bambaşka.
5,Netistasyon,Telefon elime sorunsuz ve 1 günde ulaştı beyaz rengi harika🤍
5,Gürgençler Apple Yetkili Satıcı,Kesinlikle güvenebilirsiniz!!
5,Trendyol,Mükemmel..🤍
5,Aksaray İletişim,Sağlam ve hızlı geldi
4,teknolojiankara,apple da alınabilecek ekran kalitesi iyi hafızası iyi bi ürün
4,Kraft DTM,Ürün elime sorunsuz ulaştı gayet güvenilir bir yer fiyatı da diğer mağazalardan daha uygun iPhone 13 almak isteyenlere bu mağazadan alabilir
5,Trendyol,Çok güzel ve sorunsuz geldi
5,KimSatar,Kargo hemen ulastı ıphone kalıtesı:)
5,Netistasyon,Güzel cihaz
5,Trendyol,Trendyol satıcısından aldım Çok beğenerek kullanıyorum memnunum
5,Trendyol,Güzel ve kibar telefon fotoğraf çekimi çok iyi
4,Troy Apple Yetkili Satıcı,teşekkürler
3,Netistasyon,tedirginlikle aldım inşallah memnun kalırım.  Paketi dün açtığımızda köşe detayında küçük bir soyulmaya benzer Bi çizik tarzı bisey var. ses konusunda sıkıntı yaşamamam umarım
1,Teknosa,Fiyatlar ne kadar artmış
5,Trendyol,İyiki almışım harika 🤩
5,Trendyol,Ürün çok hızlı ve sorunsuz geldi alırken tedirgin olmuştum ama hiçbir sorun yaşamadım
5,Trendyol,Çok güzel. Trendyol satıcısından aldim çok memnunum.
5,FixDevice,iPhone 14 alıcaktim aslında telefoncu arkadaşım arada çok fark yok diyince 13 e karar verdim süper ötesi bişey
5,Trendyol,13 almak istiyordum aldım da gayet güzel çok da memnunum ama 14 alın arada fiyat farkı çok az
5,Trendyol,BAYILDIIM.. Tereddüt ederek almıştım ama hiçbir sorun yaşamadım
5,Trendyol,Ürün göründüğü gibi geldi rahatlıkla alabilirsiniz
5,BittiBitiyor,güzel ürün tavsiye edilir
5,TekCep,Mükemmelll
5,KimSatar,Çok teşekkür ederim 👍🏻
5,Mobifon,Hızlı ve sorunsuz teslim edildi
5,Aksaray İletişim,Suan bu yorumu aldığım telden yazıyorum cok memnunum orjinal 🫶🏻
5,Teknosa,Sorunsuz geldi 🌟
5,teknolojiankara,Anlatmaya gerek yok görüyorsunuz
5,Trendyol,iyi sağlam geldi
4,COLLECTIONER,Beğendik güzel.
5,Trendyol,aynen resimdeki gibi
5,mobiloom,Memnun kaldım
5,Gürgençler Apple Yetkili Satıcı,gayet güzel favori telefon
5,Trendyol,cok begendim suanlik bi sıkıntısı yok kredi cekip aldim mutluyum
5,Trendyol,Harika Apple kalitesi ve hızlı kargo
5,Ümran Tİcaret ,Sağlam geldi 👍🏻
5,Trendyol,Gayet güzel geldi
5,Odak iletişim,teşekkürler
5,Teknosa,Güzel fiyata aldım yaşasın efsane kasım indirimleri :)
4,Trendyol,Çok güzel güvenilir ama içine bir kılıf koymamışlar
5,Teknosa,Şu ana kadar sıkıntı olmadı beğendim
5,BittiBitiyor,💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯
5,idefix,Ürünü idefix satıcısından aldım. Hiç yorum olmadığından her ne kadar tereddüt ederek almış olsam da gerek kargolama gerek orijinallik ve güvenirlik açısından son derece memnun kaldım. Öncelikle özenli kargolamanız için teşekkür ederim. İmei no sorgulattığımda ürünün kayıtlı olduğunu tespit ettim. Memnun kaldığım bir alışveriş oldu. Teşekkürler idefix..(Kasım indirimiyle 25519 tl ye satın aldım)
5,MOBILEPOINT,Apple kalitesi gayet uyguna denk geldi
4,Teknosa,Ürünüm çok sağlam bi şekilde elime ulaştı.Rengi mükemmel
5,Odak iletişim,"Ürün çok iyi, ekran koruyucu ve kılıf da var yanında.Teşekkürler 🙏🏻"
5,Trendyol,Kasım kampanyasından aldım gerçekten parasının hakkını veriyor imkanı olan hiç düşünmesin bence
5,CepteTek,"Şu an bu telefonla bu yorumu yapıyorum, 7den 13e geçtim çağ atlamış gibiyim harika bi şey 🥹"
5,Gürgençler Apple Yetkili Satıcı,Aldığım için çok mutluyum çok iyi fotoğraf çekiyor + şarj pil ömrü vs çok iyi bir telefon proya pro maxa göre f/p
5,Teknosa,Apple kalitesi çok güzel telefon
5,Trendyol,Tereddüt ederek aldım ama çok iyi geldi Sadece boyutu biraz küçük
5,Trendyol,Güzel ürün
5,BTSTEKNOLOJI,çok iyi Apple farkı teşekkürler hızlı teslimat
5,Trendyol,Gerçekten ben telefon kullanmıyormusum kamerası aşırı iyiiii efsaneee çok beğendim akşam sipariş verdim ertesi gün elimde kargolaması da hızlı
1,Trendyol,Daha açmadım ama hızlı geldi
5,Trendyol,iPhone farkı fazla söze gerek yok
5,Trendyol,Boyutu çok ideal
5,ACTİVE GROUP,Güzel tlfonnn
5,Kraft DTM,"Kendime aldım, harika, bayıldım."
5,Teknosa,O bir i phone anlatmaya gerek yok
4,Trendyol,Ürün iPhone 13 sonuçta gayet başarılırdır diye düşünüyorum
5,Trendyol,Çok beğendim teşekkürlerrrr 💛
5,Teknosa,Mükemmel çok beğendimmmm😍😍😍
5,Ceptemax ,Hızlı kargo teşekkürler.
5,Gürgençler Apple Yetkili Satıcı,Hızlı geldi teşekkürler
5,Trendyol,7 aydır kullanıyorum bir sıkıntısı yok çok teşekkür ederim trendyola süper geldi
5,CepteTek,Çookkkk güzel
5,NN Global,Uygun fiyat
5,YÜKSELİŞ BİLİŞİM,Çok memnunum
5,BittiBitiyor,iPhone alınabilecek uygun fiyat güvenilir ticaret tavsiye ederim
5,CEPTELEFONU.ONLİNE,Telefonu kızım için aldım. Kaliteli bir telefon. İlk şarzda ilk 30 dakikada telefon aşırı ısındı. 2.şarzda durumu tekrar takip edeceğim.
5,Aksaray İletişim,merhabalar herkese ilk başta tereddüt etmiştim almakta ne kadar güvenilir bilinmez diye nede olsa internet alışverişi ve bir dünya para yatıyorsun  Trendyoldan aldığım her ürün şu an gerçek oldu ve telefonumu burdan aldım Apple 13 fiyatı 28.629 TL olarak aldım gerçekten mükemmel bir  telefondan ötesi güvenerek alabilirsiniz teşekkürler Trendyol
5,Trendyol,telefon sorunsuz elime ulaştı şuan sıkıntı yok ve gayet güzel
4,Nasa İletişim,1 aydır almak için bekliyordum zaten iyiki almışım. Yıllardır apple kullanıcısıyım. Kamerası için bile alınır. Kargo sadece daha iyi paketlenebilirdi. Balonlu naylon poşete sarılmasını yeterli bulmadım. 1 yıldızı bu yüzden eksik verdim.
4,Trendyol,Sorunsuz elime ulaştı çok tereddüt etmiştim alırken almak isteyen korkmadan alabilir 😁
5,FixDevice,Hızlı telefon ama hemen zam gelmiş
5,Trendyol,Efso kılıfla çok hoş duruyor
5,NN Global,Göründüğün gibi geldi hızlı teslimat
5,BittiBitiyor,Çok uzun zamandır istediğim şeyi sonunda yaptım.İlk defa iPhone kullanan biri olarak beğendim güzel
4,BittiBitiyor,Ürün sorunsuz ulaştı elime. Ama sürekli fiyatının değişmesi çok tuhaf . Aldığım günden bu yana fiyatı 1-3 bin arası sürekli oynuyor. Bir artıyor bir azalıyor.
5,IŞIKCELL SANAL,Görüyorsunuz anlatmaya gerek yok 😀
5,Sihirli Shop,Apple kalitesi çok sağlam ve kusursuz geldi gerçekten harika
5,Teknosa,"Elektronikte net üzerinden almaya karşıydım hep ama ürün sorunsuz ve hızlı bi şekilde elime ulaştı , yaklaşık 2 aydır kullanıyorum hiç bir sıkıntı yok çok memnunum maşallah diyelim 😅"
5,MegaTeknoloji,Güzel yani apple sitesinde daha pahalı diye burayı tercih ettim bi sorun yok yaklasık 6 aydır kullanıyorum
5,Trendyol,telefon güzel ama ekran kilit tuşunu geç algılıyor
5,FixDevice,Herhangi bi sıkıntı yoktu elime çok hızlı ulaştı.
5,Aksaray İletişim,Ürünümde hiçbir sıkıntı yok kullanıyorum 👍
5,mobiloom,kusursuz süper
5,Teknosa,"Kargo süreci hızlı ve güvenliydi,telefon sapasağlam geldi,teşekkürler 🙏🏻"
5,Koycebine,Paketleme güzeldi sağ Salim geldi araya bayram girdiği için gelmesi biraz sürdü. Satıcı arkadaşa teşekkür ederim
5,Yaşarlar İletişim,Ben aldıktan bir saat sonra telefonun fiyatı arttı hemde yüksek oranda satıcı iptal edecek diye çok endişe ettim ama bir gün sonra gönderdi çok güzel paketlenmiş olarak geldi kendisine teşekkürlerimi sunuyorum
5,Nethouse,Çok iyi paketleme teşekkür ederim
5,Trendyol,Apple kalitesi der susarım bayıldım kesinlikle alın aldırın özenle paketlenmişti teşekkürler Trendyol
5,MediaMarkt,Kardeşime aldım hediye olarak çok memnun kaldık zaten ıphone kalıtesı diye bir şey var ama paketleme teslımat ve ürün sorunsuz ulaştı teşekkür ederiz 🥰
5,ALDIMGİTTİ,çok güzel paketlenmiş 1 günde elime geldi cihaz muhteşem
5,Teknosa,HARİKA BİR TELEFON💗 11den geçiş yaptım pek fark olacağını düşünmüyordum fakat çağ atlamış gibi oldum.. boyutu çok ideal çok hoşuma gitti estetik bir görüntüsü var gerçekten çok memnun kaldım. İyi ki almışım almadan önce 14le arasında çok kararsız kaldım ama tercihim 13 oldu 🥺 Kargom araya haftasonu girdiği için 6 günde geldi.. Paketleme hiç iyi değildi bi kutunun içine koyup yollamışlardı allahtan bir şey olmamış cihaza. Alırken satıcıya çok dikkat edin ben teknosayı tercih ettim..
5,ES VİSİON,Sipariş verdim 2 gün içinde geldi çok özenli paketleme.güvenilir satıcı gönül rahatlığıyla sipariş verebilirsiniz.
4,BALKAŞ İLETİŞİM,18.600₺ ye aldım orjina ürün güzel kargoloma erken teslim
4,Teknosa,Ürün sağlam geldi ama özensiz paketleme daha iyi paketlenebilirdi bu fiyata
3,Teknosa,Kargo paketlemesi kötü sağlam geldi şükür
5,BTSTEKNOLOJI,çok memnun kaldım 1 günde elime ulaştı kargo da gayet güzel paketlenmiş
5,FixDevice,Hızlı ve güvenilir özenle hazırlanmış paketleme için teşekkürler
5,Cepekspress,"iPhone kalitesini tartışmaya gerek yok diye düşünüyorum harika bir seri.. iPhone kullanmaya 6s ile başladığım için 5 serisinin tasarımı içimde kalmıştı ve bu serideki tasarım ile hevesimi aldım iyi ki de tasarımını bu şekilde yapmışlar teşekkürler Apple:) tek sıkıntısı kırılmaz camınızı tam ekran alıyorsanız çoğu kap takmada sıkıntı oluyor cam hava alıyor bilginiz olsun :) hızlı ve güvenli bir teslimat, endişelerim vardı ilk defa telefonu Trendyol üzerinden aldığım için ve pişman değilim. Paketleme ve teslimat için teşekkürler :)"
5,mobilePlus,"Ürün çok güzel vakumlu paketlenmiş ve zarar görmeyecek şekilde geldi, hediyeler için ayrıca teşekkürler"
5,Nasa İletişim,Güzel paketleme ve hızlı gönderim için satıcıya çok teşekkür ederim. Telefon zaten mükemmel
5,Nasa İletişim,Ürün satıcı tarafından hemen kargoya verildi ancak trendyol geç gönderdi bunun haricinde kargo paketlemesi iyiydi telefondan da çok memnunum
4,Trendyol,CIHAZ HARIKA KARGO HIZLI GELDI AMA PAKETLEME ZAYIFTI SIFIR KUTUSUYLA GELDU ETIKETLERINI BEN ACTIM 23 UNDE SIPARIS ETTIM 25 INDE ELIMDEYDI AMA GARANTI BASLANGICINI 23UNDE YAPMISLAR TESEKKURLER TRENDYOL
5,BittiBitiyor,İyi paketlenmişti sorunsuz ulaştı
5,Nasa İletişim,kesinlikle tavsiye ederim. paketleme de ozenliydi.tesekkurler
5,Netistasyon,yüksek fiyatlı bir ürünü internetten alırken şüphelerim vardı ama yine de güvendim sipariş verdim yorumlara bakınca. kargo sorunsuz geldi. teslimat hızlıydı. hiç sorunsuz ulaştı. istediğimizin haricinde bir ürün gelmedi. hiç sorun yaşamadım. apple sitesindeki fiyata göre 999tl ucuza aldım. o parayı da kılıf ekran koruma ve adaptöre harcarım. teşekkür ediyorum.
5,Trendyol,Şuan aldığım tlfonla torum yapıyorum iPhone zaten anlatmaya gerek yok paketleme ve kargoylama özenliydi teşekkürler
5,CepteTek,"Ceptetek satıcısından aldım. Güvenilir ve hızlı teslimat, paketleme gayet sağlamdı. Gönül rahatlığıyla satın alabilirsiniz."
5,Cepekspress,iPhone 13 mükemmel ötesi. Kalite asla tesadüf değildir. Satıcı Cep Expres e de sipariş sürecindeki Hız paketleme ve özverileri için ayrıca çok teşekkür ederim
5,Nasa İletişim,"Senelerdir Iphone kullanıyorum. Çok güzel bir ürün. Kamerası, video ve fotoğraf çekimi çok güzel. Kargo hızlı, paketleme güzeldi. Teşekkürler Trendyol"
5,Gürgençler Apple Yetkili Satıcı,sipariş ettiğim günün ertesi kargoya verildi. satıcının hızlı olmasını çok sevdim. sağlam bir şekilde geldi çok şükür :) istediğim bir telefondu pro ve pro max gerek duymadım bu kadar fiyat farkı verip almak gelmedi açıkçası gayetde güzel bir telefon teşekkürler :D
5,Nasa İletişim,Bir gün içinde elime ulaştı hızlı teslimat
5,Nasa İletişim,Satıcıya çok teşekkür ediyorum çok hızlı paketleme harika aldığım günün ertesi günü elime ulaştı gönül rahatlığıyla alabilirsiniz
5,Erpa Holding,"hızlı ulaştı, güzel paketleme."
4,Trendyol,Kargo geç geldi yanlış yerlere gitti daha özenli paketlenmiş olmasını beklerdim
5,NETWORKS,KARGO VE PAKETLEMESİNİ ÇOK BEYENDİM
5,Trendyol,Hızlı kargo sorunsuz geldi teşekkürler!
4,BittiBitiyor,Ürün elime 2 günde ulaştı ve şimdilik telefondan gayet memnunum. 1 yıldız kırmamın sebebi ufakta olsa ürünün yanında bir hediye beklerdim
3,CİN CİN ELEKTRONİK,Sarması paketlenmesi çok güzeldi teşekkür ederim
5,Erpa Holding,Güzel cihaz ama bence biraz daha özenli paketlenmeliydi
5,CİN CİN ELEKTRONİK,Ürün zaten harika. Satıcıya özenli paketleme işin ayrıca teşekkür ederim. Ürün orjinal
4,Netistasyon,4 günde elime ulaştı yanında hediyesi olmasını beklerdim bi puanı onun için kırıyorum
4,Teknosa,Telefonum ulaştı çok memnunum ama garantisi e postama gelmiş ve ben şifremi unuttum giriş yapamıyorum başka türlü garantisini nasıl alabilirim yardımcı olursanız çok sevinirim😊
5,Gürgençler Apple Yetkili Satıcı,"Sepet indirimi varken aldım, Çok hızlı ve güvenli bir şekilde teslim edildi"
5,Netistasyon,Sorunsuz ulaştı elime paketleme güzeldi kargo hızlıydı
5,Cepekspress,Mükemmel paketleme hızlı kargo teşekkürler.
3,Trendyol,Paketleme efsane öznesizdi telefonda problem yok gayet güzel üst seviye kalitede fakat paketleme için bence kat etmeniz gereken çok yol var sayın satıcı insanlar bir seferde 30 bil lira şak diye veriyor üstelik bir heydiye yollanmalı bence
